yelpPage,priceRange,exactZipcode,latitude,longitude
https://www.yelp.com/biz/kangol-new-york,Moderate,10027,40.8091989,-73.9439498
https://www.yelp.com/biz/timite-and-sons-beauty-supply-new-york,Pricey,10026,40.8051372,-73.9517106
https://www.yelp.com/biz/west-side-movers-new-york-3,,,40.7999681,-73.9619965
https://www.yelp.com/biz/ashley-stewart-new-york-5,Moderate,10027,40.8090253,-73.9491998
https://www.yelp.com/biz/bellasdress-manhattan,,10025,40.8020696,-73.9612883
https://www.yelp.com/biz/touba-african-clothing-new-york,,10027,40.8071396,-73.9464667
https://www.yelp.com/biz/lumbard-jean-new-york,,10128,40.7876421,-73.9542362
https://www.yelp.com/biz/british-walkers-new-york,Moderate,10027,40.8071514,-73.944703
https://www.yelp.com/biz/beauty-babez-entertainmentz-new-york,,10027,40.8063331,-73.942641
https://www.yelp.com/biz/schmuck-bros-of-pennsylvania-antique-liquidators-new-york,,10035,40.8037605,-73.9352703
https://www.yelp.com/biz/ror-madison-pharmacy-new-york-2,,10029,40.7958348,-73.9480635
https://www.yelp.com/biz/accessory-remix-workshop-new-york,Inexpensive,10029,40.79253,-73.945734
https://www.yelp.com/biz/the-jewel-boutique-new-york,Moderate,10025,40.7958129016031,-73.971118927002
https://www.yelp.com/biz/top-choice-99cents-plus-new-york,Inexpensive,10027,40.81172390184,-73.9461833846964
https://www.yelp.com/biz/numero-uno-jewelry-new-york,,10029,40.798449,-73.9403449
https://www.yelp.com/biz/pretty-girl-new-york-6,,10027,40.8099800391846,-73.9507200568914
https://www.yelp.com/biz/mclaughlin-j-new-york,Ultra High-End,10128,40.7850968,-73.9555411
https://www.yelp.com/biz/soha-square-market-new-york,,10026,40.8053423,-73.9551166
https://www.yelp.com/biz/carlas-fashion-new-york,,10029,40.7914005,-73.9451438
https://www.yelp.com/biz/dollar-tree-new-york-3,Inexpensive,10029,40.7864,-73.942777
https://www.yelp.com/biz/fino-fine-menswear-and-shoes-new-york,Moderate,10027,40.808001,-73.9467802
https://www.yelp.com/biz/v-and-m-american-outlet-center-new-york,,10029,40.7923936,-73.9443155
https://www.yelp.com/biz/dollar-tree-new-york,Inexpensive,10026,40.8011187,-73.9481287
https://www.yelp.com/biz/victoria-fashions-manhattan,,10029,40.7981823,-73.9409869
https://www.yelp.com/biz/kitchen-arts-and-letters-new-york,Moderate,10128,40.7841849,-73.9518942
https://www.yelp.com/biz/everstone-custom-shoes-new-york,,10027,40.807705,-73.951931
https://www.yelp.com/biz/harlem-boutique-new-york,,10037,40.8115966,-73.9423839
https://www.yelp.com/biz/lucky-21-new-york,Moderate,10029,40.7909112,-73.9450207
https://www.yelp.com/biz/la-librairie-des-enfants-new-york,,10128,40.783115,-73.9517539
https://www.yelp.com/biz/rosebud-new-york-2,,10128,40.7837097,-73.9567157
https://www.yelp.com/biz/goodwill-new-york-3,Inexpensive,10037,40.812419,-73.9382324
https://www.yelp.com/biz/alexs-jewelry-new-york-2,Moderate,10128,40.784192,-73.951898
https://www.yelp.com/biz/p-c-richard-and-son-new-york-23,,10027,40.8107756,-73.9516417
https://www.yelp.com/biz/infinite-solidity-outfitters-new-york-city,,10025,40.7999209,-73.9683102
https://www.yelp.com/biz/jimmy-jazz-new-york-5,Pricey,10027,40.8082615,-73.9472409
https://www.yelp.com/biz/hunter-toy-kingdom-new-york,,10026,40.806806,-73.9563944
https://www.yelp.com/biz/el-barrio-music-center-new-york,Inexpensive,10029,40.7983621881717,-73.9419208207753
https://www.yelp.com/biz/variazioni-new-york-2,Moderate,10024,40.7895914,-73.9758271
https://www.yelp.com/biz/revolution-books-new-york,Moderate,10037,40.8121889,-73.9426451
https://www.yelp.com/biz/grand-jewelry-brooklyn,Moderate,,40.7120562,-73.941599
https://www.yelp.com/biz/seraphine-maternity-store-new-york-4,Moderate,10128,40.7852789,-73.9552464
https://www.yelp.com/biz/book-culture-on-columbus-new-york-2,Moderate,10024,40.7835669208904,-73.9745483522417
https://www.yelp.com/biz/celebrities-boutique-new-york,,10027,40.8084235,-73.9449442
https://www.yelp.com/biz/crabtree-ann-new-york,,10128,40.7836381,-73.956963
https://www.yelp.com/biz/game-express-new-york-3,Inexpensive,10035,40.7992597,-73.9394034
https://www.yelp.com/biz/marcos-leather-lab-1-new-york-4,Moderate,10026,40.802674,-73.9563639
https://www.yelp.com/biz/brooks-brothers-new-york-9,Ultra High-End,10024,40.789164,-73.976114
https://www.yelp.com/biz/perfect-10-manhattan,Inexpensive,10029,40.7901364,-73.946019
https://www.yelp.com/biz/goo-goo-ga-ga-new-york-2,,10029,40.7887427,-73.9411026
https://www.yelp.com/biz/nicole-boutique-new-york,,10027,40.8071736,-73.9447535
https://www.yelp.com/biz/la-scala-new-york,,10027,40.8095624,-73.9501092
https://www.yelp.com/biz/rare-book-buyer-new-york,Ultra High-End,10029,40.7870067,-73.9504477
https://www.yelp.com/biz/harlem-arts-salon-new-york,,10026,40.8035057,-73.951957
https://www.yelp.com/biz/patagonia-upper-west-side-new-york,Pricey,10024,40.7830047384393,-73.9749593041417
https://www.yelp.com/biz/footaction-usa-new-york-2,Moderate,10035,40.8041602,-73.9364266
https://www.yelp.com/biz/akbar-antiques-new-york,,10025,40.7961635,-73.9620883
https://www.yelp.com/biz/city-furniture-decor-new-york,,10026,40.8011187,-73.9481287
https://www.yelp.com/biz/the-djites-boutique-manhattan-3,,10035,40.8057404,-73.9410272
https://www.yelp.com/biz/main-chik-boutique-new-york,,10031,40.8195241231114,-73.952031998793
https://www.yelp.com/biz/sunrise-99-cent-store-new-york,Inexpensive,10029,40.798362965883,-73.9398497343063
